timestamp,temperature[degC],humidity[%],no2[ppb],co[ppm],no2[V],co[V],latitude[deg],longitude[deg],altitude[m]
10/8/2016 13:08,25.2,50.38,89.23,6.33,-0.82755,-1.98881,---,---,---
10/8/2016 13:08,25.2,50.4,89.83,6.32,-0.82755,-1.98883,---,---,---
10/8/2016 13:08,25.19,50.44,93.36,6.14,-0.82761,-1.98909,---,---,---
10/8/2016 13:08,25.19,50.47,92.78,5.9,-0.8276,-1.98945,---,---,---
10/8/2016 13:09,25.18,50.49,95.62,6.43,-0.82764,-1.98868,---,---,---
10/8/2016 13:09,25.18,50.51,94.75,6.56,-0.82762,-1.98849,---,---,---
10/8/2016 13:09,25.17,50.54,93.02,6.2,-0.8276,-1.98903,---,---,---
10/8/2016 13:09,25.17,50.56,95.07,5.6,-0.82763,-1.98991,---,---,---
10/8/2016 13:09,25.16,50.58,93.83,5.29,-0.82761,-1.99038,---,---,---
10/8/2016 13:09,25.16,50.61,96.9,5.23,-0.82765,-1.99047,---,---,---
10/8/2016 13:09,25.15,50.64,92.73,4.77,-0.82759,-1.99115,---,---,---
10/8/2016 13:09,25.15,50.67,89.71,4.52,-0.82755,-1.99152,---,---,---
10/8/2016 13:09,25.14,50.69,89.54,4.58,-0.82754,-1.99144,---,---,---
10/8/2016 13:09,25.14,50.72,87.07,4.31,-0.82751,-1.99185,---,---,---
10/8/2016 13:09,25.13,50.75,84.09,4.37,-0.82746,-1.99176,---,---,---
10/8/2016 13:09,25.13,50.78,83.35,3.95,-0.82745,-1.99238,---,---,---
10/8/2016 13:10,25.13,50.8,77.07,4.12,-0.82736,-1.99214,---,---,---
10/8/2016 13:10,25.12,50.82,80.54,4.74,-0.82741,-1.99123,---,---,---
10/8/2016 13:10,25.12,50.84,79.52,4.73,-0.82739,-1.99125,---,---,---
10/8/2016 13:10,25.11,50.85,75.51,4.22,-0.82733,-1.99201,---,---,---
10/8/2016 13:10,25.11,50.86,70.21,3.44,-0.82725,-1.99315,---,---,---
10/8/2016 13:10,25.1,50.88,68.12,3.12,-0.82722,-1.99362,---,---,---
10/8/2016 13:10,25.1,50.89,68.19,2.57,-0.82722,-1.99444,---,---,---
10/8/2016 13:10,25.09,50.91,72,2.44,-0.82728,-1.99464,---,---,---
10/8/2016 13:10,---,50.92,---,---,---,---,---,---,---
10/8/2016 13:10,25.09,50.94,74.01,1.51,-0.82731,-1.99601,---,---,---
10/8/2016 13:10,25.08,---,76.27,1.47,-0.82734,-1.99607,---,---,---
10/8/2016 13:11,25.08,50.95,76.16,1.34,-0.82734,-1.99626,---,---,---
10/8/2016 13:11,25.08,50.98,77.15,1.19,-0.82735,-1.99649,---,---,---
10/8/2016 13:11,25.07,50.99,75.29,1.46,-0.82732,-1.99609,---,---,---
10/8/2016 13:11,25.07,51,81.92,0.67,-0.82742,-1.99725,---,---,---
10/8/2016 13:11,25.07,51.01,82.66,1.29,-0.82743,-1.99634,---,---,---
10/8/2016 13:11,25.06,51.03,78.78,1.71,-0.82737,-1.99574,---,---,---
10/8/2016 13:11,---,---,---,2.17,---,-1.99506,---,---,---
10/8/2016 13:11,25.06,51.04,75.29,---,-0.82732,---,---,---,---
10/8/2016 13:11,25.06,51.06,71.2,2.31,-0.82726,-1.99487,---,---,---
10/8/2016 13:11,25.05,51.06,72.01,1.67,-0.82727,-1.99581,---,---,---
10/8/2016 13:11,25.05,51.06,72.4,1.55,-0.82728,-1.99599,---,---,---
10/8/2016 13:11,25.05,51.06,69.99,0.94,-0.82724,-1.99689,---,---,---
10/8/2016 13:12,25.04,51.06,71.7,1.25,-0.82727,-1.99644,---,---,---
10/8/2016 13:12,25.04,51.06,70.35,1.25,-0.82725,-1.99643,---,---,---
10/8/2016 13:12,25.04,51.06,74.67,1.23,-0.82731,-1.99647,---,---,---
10/8/2016 13:12,25.03,51.06,71.93,1.23,-0.82727,-1.99647,---,---,---
10/8/2016 13:12,25.03,51.06,72.4,1.01,-0.82728,-1.9968,---,---,---
10/8/2016 13:12,25.03,51.05,75.88,1.41,-0.82733,-1.99622,---,---,---
10/8/2016 13:12,25.02,51.04,78.44,1.35,-0.82736,-1.99631,---,---,---
10/8/2016 13:12,25.02,51.04,79.25,0.9,-0.82738,-1.99697,---,---,---
10/8/2016 13:12,25.02,51.03,81.07,0.57,-0.8274,-1.99746,---,---,---
10/8/2016 13:12,25.01,51.03,80.7,0.83,-0.8274,-1.99709,---,---,---
10/8/2016 13:12,25.01,51.03,75.3,0.76,-0.82732,-1.99719,---,---,---
10/8/2016 13:12,25.01,51.03,74.4,1.05,-0.8273,-1.99677,---,---,---
10/8/2016 13:13,25,51.02,72.51,1.34,-0.82727,-1.99634,---,---,---
10/8/2016 13:13,25,51.02,74.9,1.18,-0.82731,-1.99659,---,---,---
10/8/2016 13:13,25,51.02,69.9,0.97,-0.82723,-1.99689,---,---,---
10/8/2016 13:13,24.99,51.02,69.49,1.21,-0.82723,-1.99655,---,---,---
10/8/2016 13:13,24.99,51.01,69.48,0.93,-0.82723,-1.99697,---,---,---
10/8/2016 13:13,24.99,51.01,67.84,1.51,-0.8272,-1.99612,---,---,---
10/8/2016 13:13,24.98,51.01,70.46,1.61,-0.82724,-1.99597,---,---,---
10/8/2016 13:13,24.98,51.01,69.28,1.7,-0.82722,-1.99584,---,---,---
10/8/2016 13:13,24.98,51,68.11,1.75,-0.82721,-1.99577,---,---,---
10/8/2016 13:13,24.97,51,66.28,1.51,-0.82718,-1.99613,---,---,---
10/8/2016 13:13,24.97,50.99,61.62,1.59,-0.82711,-1.99602,---,---,---
10/8/2016 13:13,24.96,50.98,60.29,1.05,-0.82709,-1.99681,---,---,---
10/8/2016 13:14,24.96,50.97,62.58,0.63,-0.82712,-1.99743,---,---,---
10/8/2016 13:14,24.96,50.97,66.21,0.67,-0.82718,-1.99738,---,---,---
10/8/2016 13:14,24.95,50.95,73.28,0.26,-0.82728,-1.99798,---,---,---
10/8/2016 13:14,24.95,50.94,63.29,0.17,-0.82713,-1.99811,---,---,---
10/8/2016 13:14,24.95,50.93,66.5,0.2,-0.82718,-1.99808,---,---,---
10/8/2016 13:14,24.94,50.92,69.18,0.33,-0.82722,-1.99789,---,---,---
10/8/2016 13:14,24.94,50.92,68.11,0.47,-0.8272,-1.99769,---,---,---
10/8/2016 13:14,24.94,50.92,68.52,0.52,-0.82721,-1.99761,---,---,---
10/8/2016 13:14,24.94,50.91,68.53,0.39,-0.82721,-1.99781,---,---,---
10/8/2016 13:14,24.93,50.93,67.46,0.39,-0.82719,-1.99781,---,---,---
10/8/2016 13:14,24.93,50.95,66.37,0.86,-0.82717,-1.99713,---,---,---
10/8/2016 13:14,24.93,50.96,68.61,0.76,-0.82721,-1.99728,---,---,---
10/8/2016 13:15,24.93,50.97,68.62,0.51,-0.82721,-1.99765,---,---,---
10/8/2016 13:15,24.92,50.98,71.18,0.47,-0.82724,-1.99771,---,---,---
10/8/2016 13:15,24.92,50.98,68.56,0.07,-0.8272,-1.9983,---,---,---
10/8/2016 13:15,24.92,50.98,67.19,0.5,-0.82718,-1.99766,---,---,---
10/8/2016 13:15,24.92,50.98,67.16,0.22,-0.82718,-1.99808,---,---,---
10/8/2016 13:15,24.92,50.98,67.99,0,-0.8272,-1.99872,---,---,---
10/8/2016 13:15,24.91,50.98,69.55,0,-0.82722,-1.99903,---,---,---
10/8/2016 13:15,24.91,50.99,74.64,0,-0.82729,-1.99955,---,---,---
10/8/2016 13:15,24.91,51,76.61,0,-0.82732,-1.99926,---,---,---
10/8/2016 13:15,24.91,51.01,76.79,0.13,-0.82732,-1.99821,---,---,---
10/8/2016 13:15,24.91,51.03,81.27,0.56,-0.82739,-1.9976,---,---,---
10/8/2016 13:15,24.91,51.05,74.48,0.14,-0.82729,-1.9982,---,---,---
10/8/2016 13:16,24.9,51.06,70.39,1,-0.82723,-1.99695,---,---,---
10/8/2016 13:16,24.9,51.14,68.55,1.25,-0.8272,-1.99659,---,---,---
10/8/2016 13:16,24.9,---,---,---,---,---,---,---,---
10/8/2016 13:16,---,---,54.86,1.04,-0.827,-1.99689,---,---,---
10/8/2016 13:16,24.9,---,---,---,---,---,---,---,---
10/8/2016 13:16,24.9,---,---,1.2,---,-1.99666,---,---,---
10/8/2016 13:16,24.89,51.16,51.37,1.39,-0.82695,-1.99638,---,---,---
10/8/2016 13:16,24.89,51.18,52.85,1.64,-0.82697,-1.99602,---,---,---
10/8/2016 13:16,24.89,51.2,53.26,2.31,-0.82698,-1.99504,---,---,---
10/8/2016 13:16,---,---,50.7,2.39,-0.82694,-1.99492,---,---,---
10/8/2016 13:16,24.89,51.24,50.57,2.5,-0.82694,-1.99476,---,---,---
10/8/2016 13:16,24.88,---,54.18,2.58,-0.82699,-1.99465,---,---,---
10/8/2016 13:17,24.88,51.28,51.5,2.55,-0.82695,-1.99469,---,---,---
10/8/2016 13:17,24.88,---,53.8,2.46,-0.82698,-1.99483,---,---,---
10/8/2016 13:17,24.88,51.34,55.63,2.93,-0.82701,-1.99413,---,---,---
10/8/2016 13:17,---,51.37,56.28,3.43,-0.82702,-1.99341,---,---,---
10/8/2016 13:17,24.88,51.41,52.86,4.28,-0.82697,-1.99217,---,---,---
10/8/2016 13:17,24.87,51.44,55.42,4.62,-0.82701,-1.99166,---,---,---
10/8/2016 13:17,24.87,51.46,56.95,4.82,-0.82703,-1.99137,---,---,---
10/8/2016 13:17,24.87,51.47,58.47,4.1,-0.82705,-1.99243,---,---,---
10/8/2016 13:17,24.87,51.48,56.66,4.38,-0.82702,-1.99202,---,---,---
10/8/2016 13:17,24.87,51.5,53.73,4.78,-0.82698,-1.99144,---,---,---
10/8/2016 13:17,24.86,51.52,52.9,4.07,-0.82697,-1.99248,---,---,---
10/8/2016 13:17,24.86,51.54,58.56,4.43,-0.82705,-1.99196,---,---,---
10/8/2016 13:18,24.86,51.57,59.14,4.52,-0.82706,-1.99183,---,---,---
10/8/2016 13:18,24.86,51.59,66.71,4.92,-0.82717,-1.99124,---,---,---
10/8/2016 13:18,24.86,51.63,65.36,4.67,-0.82715,-1.99161,---,---,---
10/8/2016 13:18,24.85,51.65,68.83,4.78,-0.8272,-1.99144,---,---,---
10/8/2016 13:18,24.85,51.67,69.53,5.16,-0.82721,-1.9909,---,---,---
10/8/2016 13:18,24.85,51.69,68.85,5.08,-0.8272,-1.99102,---,---,---
10/8/2016 13:18,24.85,51.69,72.31,4.39,-0.82725,-1.99203,---,---,---
10/8/2016 13:18,24.84,51.69,74.06,4.13,-0.82727,-1.99242,---,---,---
10/8/2016 13:18,24.84,51.7,82.41,4.15,-0.8274,-1.99238,---,---,---
10/8/2016 13:18,24.84,51.7,89.35,3.66,-0.8275,-1.99311,---,---,---
10/8/2016 13:18,24.84,51.7,89.61,3.15,-0.8275,-1.99386,---,---,---
10/8/2016 13:18,24.84,51.7,85.97,3.15,-0.82745,-1.99386,---,---,---
10/8/2016 13:19,24.83,51.69,96.27,3.82,-0.8276,-1.99289,---,---,---
10/8/2016 13:19,24.83,51.7,98.67,3.74,-0.82763,-1.993,---,---,---
10/8/2016 13:19,24.83,---,96.49,3.51,-0.8276,-1.99334,---,---,---
10/8/2016 13:19,24.83,51.7,92.6,3.43,-0.82755,-1.99345,---,---,---
10/8/2016 13:19,24.83,51.7,96.03,2.69,-0.8276,-1.99455,---,---,---
10/8/2016 13:19,24.83,51.7,102.23,2.68,-0.82769,-1.99456,---,---,---
10/8/2016 13:19,24.82,51.7,109.19,2.76,-0.82779,-1.99445,---,---,---
10/8/2016 13:19,24.82,51.7,98.78,2.3,-0.82764,-1.99513,---,---,---
10/8/2016 13:19,24.82,51.7,106.12,2.31,-0.82774,-1.99511,---,---,---
10/8/2016 13:19,24.82,51.71,107.68,2.72,-0.82777,-1.99451,---,---,---
10/8/2016 13:19,24.82,51.7,109.38,2.18,-0.82779,-1.99531,---,---,---
10/8/2016 13:20,24.82,51.71,104.52,1.92,-0.82772,-1.99568,---,---,---
10/8/2016 13:20,24.82,51.71,112.34,0.73,-0.82783,-1.99743,---,---,---
10/8/2016 13:20,24.82,51.71,103.05,0.39,-0.8277,-1.99794,---,---,---
10/8/2016 13:20,24.81,51.72,103.37,0.97,-0.8277,-1.99708,---,---,---
10/8/2016 13:20,24.81,51.72,101.88,0.71,-0.82768,-1.99747,---,---,---
10/8/2016 13:20,24.81,51.71,104.5,1.01,-0.82772,-1.99703,---,---,---
10/8/2016 13:20,24.81,51.7,100.46,1.12,-0.82766,-1.99688,---,---,---
10/8/2016 13:20,24.81,51.69,99.95,0.96,-0.82765,-1.9971,---,---,---
10/8/2016 13:20,24.81,51.68,95.62,1.26,-0.82759,-1.99667,---,---,---
10/8/2016 13:20,24.81,51.67,92.23,1.47,-0.82754,-1.99637,---,---,---
10/8/2016 13:20,24.8,51.65,91.84,1.83,-0.82753,-1.99583,---,---,---
10/8/2016 13:21,24.8,51.64,96.59,2.49,-0.8276,-1.99487,---,---,---
10/8/2016 13:21,24.8,51.64,92.48,2.38,-0.82754,-1.99503,---,---,---
10/8/2016 13:21,24.8,51.65,95.37,2.48,-0.82758,-1.99488,---,---,---
10/8/2016 13:21,24.8,51.65,87.38,3.07,-0.82746,-1.99402,---,---,---
10/8/2016 13:21,24.8,51.65,75.84,3.06,-0.82729,-1.99404,---,---,---
10/8/2016 13:21,24.8,51.65,74.04,3.74,-0.82727,-1.99304,---,---,---
10/8/2016 13:21,24.8,51.65,68.82,2.79,-0.82719,-1.99443,---,---,---
10/8/2016 13:21,24.79,51.65,70.16,3.44,-0.82721,-1.99348,---,---,---
10/8/2016 13:21,24.79,51.66,80.32,3.66,-0.82736,-1.99316,---,---,---
10/8/2016 13:21,24.79,51.66,84.34,3.12,-0.82742,-1.99396,---,---,---
10/8/2016 13:21,24.79,51.67,80.66,3.05,-0.82736,-1.99406,---,---,---
10/8/2016 13:21,24.79,51.68,90.92,2.7,-0.82751,-1.99457,---,---,---
10/8/2016 13:22,24.79,51.69,88.92,2.71,-0.82749,-1.99456,---,---,---
10/8/2016 13:22,24.78,51.7,84.43,2.71,-0.82742,-1.99456,---,---,---
10/8/2016 13:22,24.78,51.72,79.21,2.54,-0.82734,-1.99481,---,---,---
10/8/2016 13:22,24.78,51.73,84.24,2.64,-0.82742,-1.99466,---,---,---
10/8/2016 13:22,24.78,51.73,80.45,3.07,-0.82736,-1.99404,---,---,---
10/8/2016 13:22,24.78,51.73,78.41,3.11,-0.82733,-1.99398,---,---,---
10/8/2016 13:22,24.78,51.72,70.11,3.47,-0.82721,-1.99345,---,---,---
10/8/2016 13:22,24.77,51.71,76.28,3.57,-0.8273,-1.99331,---,---,---
10/8/2016 13:22,24.77,51.7,69.25,4.57,-0.82719,-1.99185,---,---,---
10/8/2016 13:22,24.77,51.7,74.52,5.13,-0.82727,-1.99102,---,---,---
10/8/2016 13:22,24.77,51.69,71.23,5.38,-0.82722,-1.99065,---,---,---
10/8/2016 13:23,24.77,51.68,68.7,4.97,-0.82719,-1.99126,---,---,---
10/8/2016 13:23,24.77,51.68,71.97,5.06,-0.82723,-1.99113,---,---,---
10/8/2016 13:23,24.76,51.68,71.22,5.09,-0.82722,-1.99109,---,---,---
10/8/2016 13:23,24.76,51.69,70.68,5.81,-0.82721,-1.99003,---,---,---
10/8/2016 13:23,24.76,51.7,70.09,5.18,-0.82721,-1.99096,---,---,---
10/8/2016 13:23,24.76,51.72,72.61,4.59,-0.82724,-1.99183,---,---,---
10/8/2016 13:23,24.76,51.74,73.39,4.65,-0.82725,-1.99174,---,---,---
10/8/2016 13:23,24.76,51.76,66.52,4.9,-0.82715,-1.99138,---,---,---
10/8/2016 13:23,24.75,51.78,67.24,4.81,-0.82716,-1.99151,---,---,---
10/8/2016 13:23,24.75,51.79,195.58,4.5,-0.82905,-1.99197,---,---,---
10/8/2016 13:23,24.75,51.8,195.63,3.38,-0.82905,-1.99361,---,---,---
10/8/2016 13:23,24.75,51.81,203.93,2.83,-0.82917,-1.99443,---,---,---
10/8/2016 13:24,24.75,51.82,200.04,2.67,-0.82911,-1.99466,---,---,---
10/8/2016 13:24,24.75,51.83,203.38,1.99,-0.82916,-1.99566,---,---,---
10/8/2016 13:24,24.75,51.84,222.97,2.58,-0.82945,-1.9948,---,---,---
10/8/2016 13:24,24.74,51.86,216.79,1.92,-0.82936,-1.99577,---,---,---
10/8/2016 13:24,24.74,51.86,213.73,2.21,-0.82931,-1.99534,---,---,---
10/8/2016 13:24,24.74,51.86,211.97,3.04,-0.82929,-1.99412,---,---,---
10/8/2016 13:24,24.74,51.86,214.44,2.88,-0.82932,-1.99436,---,---,---
10/8/2016 13:24,24.74,51.86,210.68,3.05,-0.82927,-1.99411,---,---,---
10/8/2016 13:24,24.74,51.86,206.96,3.59,-0.82921,-1.99332,---,---,---
10/8/2016 13:24,24.74,51.86,211.53,3.49,-0.82928,-1.99347,---,---,---
10/8/2016 13:24,24.73,51.85,198.15,3.25,-0.82908,-1.99382,---,---,---
10/8/2016 13:24,24.73,51.85,199.17,3.97,-0.8291,-1.99277,---,---,---
10/8/2016 13:25,24.73,51.85,197.61,3.77,-0.82907,-1.99306,---,---,---
10/8/2016 13:25,24.73,51.85,192.74,4.02,-0.829,-1.99271,---,---,---
10/8/2016 13:25,24.73,51.86,197.1,4.21,-0.82907,-1.99242,---,---,---
10/8/2016 13:25,24.72,51.86,200.73,4.01,-0.82912,-1.99271,---,---,---
10/8/2016 13:25,24.72,51.87,199.58,4.02,-0.8291,-1.9927,---,---,---
10/8/2016 13:25,24.72,51.87,193.98,3.43,-0.82902,-1.99357,---,---,---
10/8/2016 13:25,24.72,51.87,196.97,2.92,-0.82906,-1.99432,---,---,---
10/8/2016 13:25,24.72,51.87,197.95,2.95,-0.82908,-1.99428,---,---,---
10/8/2016 13:25,24.72,51.87,200.5,3.03,-0.82911,-1.99416,---,---,---
10/8/2016 13:25,24.71,51.87,203.57,2.42,-0.82916,-1.99506,---,---,---
10/8/2016 13:25,24.71,51.87,204.39,2.61,-0.82917,-1.99479,---,---,---
10/8/2016 13:25,24.71,51.88,204.98,3.37,-0.82918,-1.99367,---,---,---
10/8/2016 13:26,24.71,51.88,205.74,3.74,-0.82919,-1.99314,---,---,---
10/8/2016 13:26,24.71,51.87,204.27,3.54,-0.82917,-1.99342,---,---,---
10/8/2016 13:26,24.71,51.86,200.48,3.62,-0.82911,-1.99331,---,---,---
10/8/2016 13:26,24.7,51.85,203.72,3.82,-0.82916,-1.99302,---,---,---
10/8/2016 13:26,24.7,51.83,204.45,3.86,-0.82917,-1.99296,---,---,---
10/8/2016 13:26,24.7,51.82,74.8,4.47,-0.82727,-1.99206,---,---,---
10/8/2016 13:26,24.7,51.81,78.38,4.75,-0.82732,-1.99166,---,---,---
10/8/2016 13:26,24.7,51.81,72.06,4.99,-0.82723,-1.9913,---,---,---
10/8/2016 13:26,24.7,51.81,71.49,5.9,-0.82722,-1.98997,---,---,---
10/8/2016 13:26,24.69,51.81,73.83,5.81,-0.82725,-1.99011,---,---,---
10/8/2016 13:26,24.69,51.81,49.94,6.72,-0.8269,-1.98877,---,---,---
10/8/2016 13:26,24.69,51.81,48.11,6.28,-0.82687,-1.98943,---,---,---
10/8/2016 13:27,24.69,51.82,50.12,6.32,-0.8269,-1.98936,---,---,---
10/8/2016 13:27,24.69,51.83,53.39,5.86,-0.82695,-1.99004,---,---,---
10/8/2016 13:27,24.69,51.84,57.8,6.41,-0.82701,-1.98923,---,---,---
10/8/2016 13:27,24.69,51.85,60.24,6.24,-0.82705,-1.98948,---,---,---
10/8/2016 13:27,24.68,51.87,69.76,6.13,-0.82719,-1.98964,---,---,---
10/8/2016 13:27,24.68,51.88,70.89,6.09,-0.82721,-1.98971,---,---,---
10/8/2016 13:27,24.68,51.9,80.56,6.15,-0.82735,-1.98962,---,---,---
10/8/2016 13:27,24.68,51.91,80.5,6.37,-0.82735,-1.98929,---,---,---
10/8/2016 13:27,24.68,51.92,84.65,5.98,-0.82741,-1.98987,---,---,---
10/8/2016 13:27,24.68,51.92,84.33,5.26,-0.8274,-1.99093,---,---,---
10/8/2016 13:27,24.68,51.92,87.76,5.29,-0.82745,-1.99088,---,---,---
10/8/2016 13:28,24.68,51.91,82.84,5.57,-0.82738,-1.99048,---,---,---
10/8/2016 13:28,24.68,51.91,83.66,4.99,-0.82739,-1.99133,---,---,---
10/8/2016 13:28,24.68,51.91,88.54,5.28,-0.82746,-1.9909,---,---,---
10/8/2016 13:28,24.68,51.91,87.39,5.14,-0.82745,-1.99111,---,---,---
10/8/2016 13:28,24.68,51.92,87.34,5.36,-0.82745,-1.99079,---,---,---
10/8/2016 13:28,24.68,51.92,83.26,5.17,-0.82739,-1.99106,---,---,---
10/8/2016 13:28,24.68,51.93,82.35,5.66,-0.82737,-1.99036,---,---,---
10/8/2016 13:28,24.67,51.93,85.85,4.95,-0.82742,-1.99139,---,---,---
10/8/2016 13:28,24.67,51.93,88.59,4.9,-0.82746,-1.99146,---,---,---
10/8/2016 13:28,24.67,51.93,85.56,5.02,-0.82742,-1.9913,---,---,---
10/8/2016 13:28,24.67,51.94,84.78,5.11,-0.82741,-1.99115,---,---,---
10/8/2016 13:28,24.67,51.95,88.18,5.02,-0.82746,-1.9913,---,---,---
10/8/2016 13:29,24.67,51.96,90.77,4.65,-0.8275,-1.99184,---,---,---
10/8/2016 13:29,24.67,51.98,89.42,4.67,-0.82748,-1.99181,---,---,---
10/8/2016 13:29,24.67,52,87.85,4.64,-0.82745,-1.99186,---,---,---
10/8/2016 13:29,24.67,52.01,90.12,4.22,-0.82749,-1.99246,---,---,---
10/8/2016 13:29,24.67,52.02,86.78,4.51,-0.82744,-1.99205,---,---,---
10/8/2016 13:29,24.66,52.03,88.76,3.62,-0.82747,-1.99335,---,---,---
10/8/2016 13:29,24.66,52.03,88.37,4.17,-0.82746,-1.99255,---,---,---
10/8/2016 13:29,24.66,52.04,94.69,3.22,-0.82755,-1.99395,---,---,---
10/8/2016 13:29,24.66,52.05,96.49,3.47,-0.82758,-1.99358,---,---,---
10/8/2016 13:29,24.66,52.05,98.19,3.42,-0.8276,-1.99365,---,---,---
10/8/2016 13:29,24.66,52.04,92.35,3.82,-0.82752,-1.99306,---,---,---
10/8/2016 13:29,24.66,52.04,88.82,3.77,-0.82747,-1.99315,---,---,---